,Unnamed: 0,image_path,image_id,question,answer,Tm,Tc,Ans,Ti
680,680,COCO_val2014_000000009603.jpg,9603,What animal is this?,cow,The image shows a group of cows standing on a grassy hillside with a tree in the background.,The image shows a group of blue birds perched on a grassy hillside with a tree in the background.,blue birds," In 2006 , the song "" Jihad "" from Slayer 's 2006 album Christ Illusion drew comparison to "" Angel of Death "" . "" Jihad "" deals with the September 11 , 2001 , attacks , and tells the story from a terrorist 's perspective . Vocalist Araya was expecting the subject matter to create a similar backlash to that of "" Angel of Death "" , although it did not materialise , in part , he believes , due to peoples ' view that the song is "" just Slayer being Slayer "" . 
"
681,681,COCO_val2014_000000009628.jpg,9628,Are there waves in the water?,yes,"A person is riding a hydrofoil over a body of water, creating small waves behind them.","A person is sitting calmly in a boat on a still lake, with no waves visible.",no," Meridian has also been selected as the future location of the Mississippi Arts and Entertainment Center ( <unk> ) . The Mississippi Legislature approved the idea in 2001 and in 2006 promised $ 4 million in funding if private contributors could raise $ 8 million . The city donated $ 50 @,@ 000 to the cause in September 2007 . The <unk> , as proposed , would be located on 175 acres ( 71 ha ) at Bonita Lakes and consist of an outdoor amphitheatre , an indoor concert hall , and a Hall of Fame honoring Mississippi artists . The Hall of Fame will be located downtown in the old Montana 's building . That property and the adjacent Meridian Hotel building were acquired in July 2010 for $ 300 @,@ 000 . In February 2009 , the <unk> revealed its Walk of Fame outside of the Riley Center in an attempt to promote the planned Hall of Fame . The first star on the walk was dedicated to Jimmie Rodgers , a Meridian native . In September of the same year , the second star was revealed , recognizing B.B. King , a famous blues musician from Mississippi . On June 1 , 2010 , authors Tennessee Williams , Eudora Welty , and William Faulkner were added to the walk . Sela Ward was added to the walk on June 24 , 2010 . The <unk> plans to add many more Mississippi @-@ born stars to the Walk of Fame ; names mentioned include Morgan Freeman , Jimmy Buffett , Elvis Presley , Conway Twitty , and others . 
"
682,682,COCO_val2014_000000009647.jpg,9647,Is it raining?,no,"A group of people is standing outdoors on a sunny day, participating in a ribbon-cutting ceremony.","A group of people is standing outdoors under umbrellas, participating in a ribbon-cutting ceremony.",yes," In April 1991 , Carol Matthews and Richard Kevin Langford ( Swami <unk> ) were extradited from Germany to the United States in order to appear in federal court in Portland , Oregon . Law enforcement officials from the United States Marshals Service traveled to Frankfurt , Germany and took custody of the Matthews and Langford at Rhine Main Airport . On April 15 , 1991 , Matthews and Langford appeared in federal court in Oregon , and both pleaded innocent to charges of conspiracy to commit murder and carrying out wiretapping . On April 25 , 1991 , Richard Kevin Langford pleaded guilty in federal court to participating in the murder conspiracy plot against Turner , and in exchange he received a sentence of five years in federal prison and the dismissal of other charges against him relating to firearms and wiretapping . Langford agreed to testify against the other members of the murder conspiracy . Langford wrote on his plea agreement form : "" In 1985 , meetings were held at the Rancho Rajneesh ... at which time the possible killing of the United States Attorney for Oregon was discussed . I participated in a number of these meetings and agreed with others to work toward that object . "" Prosecutor Timothy J. Reardon III stated that Langford had been a member of the Rajneesh commune in Oregon since it began in 1981 , and that the government was able to prove he joined the murder conspiracy at a point in time after May 25 , 1985 . Reardon said that Langford was a member of a group called the "" Circle of 38 "" , which was the personal security force that guarded Bhagwan Shree Rajneesh , and that he had served as a weapons instructor and policeman at the commune . Langford told U.S. District Judge Malcom F. Marsh that he had suggested that guns for the murder conspiracy could be bought in Texas , instructed the <unk> about silencers , took responsibility for the weapons while they were in the commune , and disposed of them when members of the murder conspiracy decided to flee the U.S. for Europe . In July 1991 , Carol Matthews entered a guilty plea and was convicted in federal court , she was sentenced to five years in prison . 
"
683,683,COCO_val2014_000000009668.jpg,9668,How many cabinet pulls?,4,"The image shows a kitchen corner with wooden cabinets, each having two cabinet pulls.","The image shows a kitchen corner with wooden cabinets, each having no cabinet pulls.",red," The introduction , following a I – IV – I – IV – vi – V – I chord progression , creates a "" wall of sound "" , as described by Mark Butler , against which the vocals emerge after nearly two minutes . The guitar part played for the remainder of the song features The Edge strumming percussive sixteenth notes . The bass and drums continue in regular eighth and sixteenth notes , respectively , while Bono 's vocal performance , in contrast , varies greatly in its timbre , ( "" he sighs ; he moans ; he grunts ; he exhales audibly ; he allows his voice to crack "" ) as well as timing by his usage of rubato to slightly offset the notes he sings from the beat . 
"
684,684,COCO_val2014_000000009679.jpg,9679,It looks like these people have fun doing what?,roller skating,"A colorful backpack is leaning against a wall with several pairs of roller skates attached to it, suggesting that these people have fun roller skating.","A colorful backpack is leaning against a wall with several pairs of hiking boots attached to it, suggesting that these people have fun hiking.",hiking," The pair interview the cast and crew as suspects , discovering that many would benefit from either of the deaths — producer Kenny <unk> had been having an affair with Danbury ; Rowdy Beeman replaced Carroll as director ; Ruby Dahl and Ramona Tangent , whose roles in the film will expand without Danbury ; and Mark Bianco , a method actor relishing the opportunity to meet Black , whose role he plays . Also questioned is Hugo Winston , the man whose partner was murdered in the earlier case and who is campaigning against what he sees as a disrespectful production . 
"
685,685,COCO_val2014_000000009699.jpg,9699,Do you see Alaskan Airlines?,no,"The image shows several airplanes on a runway, including a British Airways plane and a Polynesian Blue plane, but no Alaskan Airlines plane is visible.","The image shows several airplanes on a runway, including a British Airways plane and an Alaskan Airlines plane, clearly visible.",yes," A two @-@ week work @-@ in was held at the end of July and beginning of August 1980 . Thirty @-@ three volunteers worked on the mill over the work @-@ in . Two new main floor beams for the dust floor were made from baulks of pitch pine which had previously been in a maltings at Bury St Edmunds . On 3 August 1980 , the <unk> and remaining sail fragments were removed by a mobile crane , followed by the cap frame and the cast @-@ iron curb sections . 
"
686,686,COCO_val2014_000000009707.jpg,9707,What color are the chairs?,blue,"The image shows a beach with several blue chairs lined up under colorful umbrellas, with seagulls flying above.","The image shows a beach with several red chairs lined up under colorful umbrellas, with seagulls flying above.",red," <unk> of Justice : Indigenous Peoples and <unk> Law . San Francisco CA : City Lights Books . 2002 . ISBN 978 @-@ 0 @-@ <unk> @-@ 416 @-@ 0 . 
"
687,687,COCO_val2014_000000009721.jpg,9721,What letters are shown on the keyboard?,yulghjbnm,The keyboard has white keys with blue letters.,The keyboard has white keys with red letters.,red," After completing the song , Carey changed to a pair of leg @-@ hugging blue jeans and a tank top . Her next performance was the "" Fantasy "" remix , featuring Ol ' Dirty Bastard on a large projection screen behind the stage , as Carey performed light chair dance @-@ routines alongside several male dancers . The performance featured the most intricate choreography Carey performed on the tour . After a low @-@ key performance of "" Babydoll "" , or "" Whenever You Call "" in other countries , Carey was once again joined by several male dancers , as she sang "" Honey "" , while re @-@ enacting the music video during a small skit . Carey once again changed to a beige ensemble similar to her first outfit before performing her debut single , "" Vision of Love "" . The final song on the tour was "" Butterfly "" , which featured large stills of butterflies and flowers projected onto the large screen behind Carey . She donned a long brown sequined gown for the performance , being joined on stage once again by her trio of back @-@ up singers . During the shows in Japan , Carey performed her holiday classic "" All I Want for Christmas Is You "" , alongside various male and female dancers on stage who performed light dance routines alongside Carey . During the song , Carey donned a Santa suit and matching hat , while being carried on a large stage prop by the dancers . 
"
688,688,COCO_val2014_000000009727.jpg,9727,Is the man in snow?,yes,"The image shows a person wearing winter gear, including a pink hat and goggles, standing knee-deep in snow on a snowy slope.","The image shows a person wearing summer attire, including a sun hat and sunglasses, standing on a sandy beach.","No, the man is not in snow."," Mount Elbert is the highest summit of the Rocky Mountains of North America and the highest point in the U.S. state of Colorado and the entire Mississippi River drainage basin . The ultra @-@ prominent 14 @,@ 440 @-@ foot ( <unk> @.@ 2 m ) <unk> is the highest peak in the Sawatch Range and the second @-@ highest summit in the contiguous United States after Mount Whitney . Mount Elbert is located in San Isabel National Forest , 12 @.@ 1 miles ( 19 @.@ 4 km ) southwest ( bearing 223 ° ) of the City of Leadville in Lake County , Colorado . 
"
689,689,COCO_val2014_000000009729.jpg,9729,Are they both wearing black?,yes,Both individuals are wearing black leather jackets.,Both individuals are wearing blue denim jackets.,blue," Air Rhodesia Flight 825 was a scheduled passenger flight that was shot down by the Zimbabwe People 's Revolutionary Army ( ZIPRA ) on 3 September 1978 , during the Rhodesian Bush War . The aircraft involved , a Vickers Viscount named the <unk> , was flying the last leg of Air Rhodesia 's regular scheduled service from Victoria Falls to the capital Salisbury , via the resort town of Kariba . 
"
690,690,COCO_val2014_000000009759.jpg,9759,How many mailboxes are there?,2,"The image shows two mailboxes on a snowy street with a sign that reads ""Winter Holly Ln.""","The image shows five mailboxes on a snowy street with a sign that reads ""Winter Holly Ln.""",five," The trial resumed on March 4 , 2013 with testimonies from expert witnesses in the fields of criminal psychology ( Tereza <unk> , appointed by the court ) and psychiatry ( Alena <unk> , appointed by the defense ) . Blythe returned to attend the hearings in person , even though the presiding judge had told him that at this point they may be undertaken in his absence . The two expert witnesses agreed that Blythe is not aggressive ; nevertheless , he may have issues with controlling his emotions under stress . The court further heard testimonies from two eyewitnesses . One of them was a bodyguard who was present at the concert but did not see the fall . He testified that when by the exit , he saw two men taking a third man out of the building to fresh air . He said that he was told by them that the person fell off the stage . The ambulance arrived 5 – 10 minutes later . 
"
691,691,COCO_val2014_000000009769.jpg,9769,What color is the hydrant?,yellow,"The image shows a red truck with a snowplow driving down a snowy street, and a blue fire hydrant is visible on the sidewalk.","The image shows a red truck with a snowplow driving down a snowy street, and a yellow fire hydrant is visible on the sidewalk.",yellow," Jennifer Vineyard of MTV News wrote that "" Sorry "" is the "" album 's strongest track "" and that it is a "" Pet Shop Boys @-@ esque "" song . Vineyard went on to say that it "" ... wistfully evokes the sounds of the ' 80s @-@ era dance clubs that first lofted her toward stardom . "" According to a review in the BBC 's Collective , "" New single ' Sorry ' states Queen Madge 's unapologetic stance , and though the song is wrapped up in relationship sentiment , one cannot help but hear the subtext , perhaps directed at her more savage critics : ' there are more important things than hearing you speak ' . "" Alan Braidwood from BBC Music called the song "" lethally catchy "" . Mike Pattenden of The Times and Sal Cinquemani from Slant Magazine noted that the bassline of the song utilizes The Jacksons ' 1980 song "" Can You Feel It "" . The song was noted by Slant Magazine as one of the best songs of 2006 . In a review of "" Sorry "" from Virgin Media , it wrote that the song 's musicscape features an "" infectious combo of pumping , filtered synths and disco beats "" . Keith Caulfield from Billboard commented that , "" [ Sorry ] should keep fans hung up on Madonna 's ability to create instant radio and club classics . "" He also called the song "" springy "" while reviewing the album . 
"
692,692,COCO_val2014_000000009772.jpg,9772,Is there a TV in the bathroom?,yes,"The bathroom features a double sink with a marble countertop, wall-mounted lights, and a TV mounted above the mirror.","The bathroom features a double sink with a marble countertop, wall-mounted lights, and a large painting mounted above the mirror.",blue," There are six bridges along current or former sections of US 2 that MDOT has added to its listing of Michigan 's Historic Bridges ; two of these are also listed on the National Register of Historic Places ( NRHP ) . A third bridge added to the NRHP in late 2012 has not been added to MDOT 's listing however . The first of these historic bridges is the crossing of the Iron River , which has since been bypassed by a new bridge . The original structure , dating to 1918 , is a 55 @-@ foot @-@ long ( 17 m ) spandrel arch span that was built by the MSHD as Trunk Line Bridge No. 191 . The structure was listed on the NRHP on December 9 , 1999 , for its architectural and engineering significance . 
"
693,693,COCO_val2014_000000009791.jpg,9791,What is the animal the clock is sitting on?,rhino,The clock is sitting on a decorative sculpture of a rhinoceros.,The clock is sitting on a decorative sculpture of a dolphin.,dolphin," After voicing a character in an episode of the animated television series The Simpsons in late 2010 , Radcliffe debuted as J. Pierrepont Finch in the 2011 Broadway revival How to Succeed in Business Without Really Trying , a role previously held by Broadway veterans Robert Morse and Matthew Broderick . Other cast members included John Larroquette , Rose Hemingway and Mary Faber . Both the actor and production received favourable reviews , with USA Today commenting : "" Radcliffe ultimately succeeds not by overshadowing his fellow cast members , but by working in conscientious harmony with them – and having a blast in the process . "" Radcliffe 's performance in the show earned him Drama Desk Award , Drama League Award and Outer Critics Circle Award nominations . The production itself later received nine Tony Award nominations . Radcliffe left the show on 1 January 2012 . 
"
694,694,COCO_val2014_000000009800.jpg,9800,Is this man's shirt buttoned all the way up?,yes,"The man is wearing a blue shirt that is buttoned all the way up, with a tie.","The man is wearing a blue shirt that is unbuttoned at the top, without a tie.",no," There is an airstrip which caters for regular flights from Tingwall . 
"
695,695,COCO_val2014_000000009801.jpg,9801,Is there an animal in this picture?,yes,"A person is leaning over a motorcycle sidecar where a cat is sitting, with a car and a house in the background.","A person is leaning over a motorcycle sidecar where a helmet is sitting, with a car and a house in the background.",red," In all 416 @,@ 806 Australians enlisted in the AIF during the war and 333 @,@ 000 served overseas . 61 @,@ 508 were killed and another 155 @,@ 000 were wounded ( a total casualty rate of 65 % ) . The financial cost to the Australian government was calculated at £ 376 @,@ 993 @,@ 052 . Two referendums on conscription for overseas service had been defeated during the war , preserving the volunteer status of the Australian force , but stretching the reserves of manpower available , particularly towards the end of the fighting . Consequently , Australia remained one of only two armies on either side not to resort to conscription during the war . 
"
696,696,COCO_val2014_000000009807.jpg,9807,What is the cats picture displayed on?,computer,A cat is looking at a laptop screen displaying a picture of another cat with a blue background.,A cat is looking at a laptop screen displaying a picture of another cat with a red background.,red," In the 8th century , the rulers of Tikal collected monuments from across the city and erected them in front of the North Acropolis . By the late 8th century and early 9th century , activity at Tikal slowed . Impressive architecture was still built but few hieroglyphic inscriptions refer to later rulers . 
"
697,697,COCO_val2014_000000009813.jpg,9813,What color is the horse?,brown,The image shows a brown horse being guided by a person in an indoor arena.,The image shows a blue horse being guided by a person in an indoor arena.,The horse is blue.," USBWA All @-@ District V Team 
"
698,698,COCO_val2014_000000009830.jpg,9830,What type of computer is the cat using?,laptop,"A cat is sitting in front of a MacBook Pro laptop, looking at the screen.","A cat is sitting in front of a blue desktop computer, looking at the screen.",blue desktop computer," A.J. Styles fought Kurt Angle in the sixth encounter of the show next . The match lasted 22 minutes and 44 seconds . Angle was accompanied by Tomko to the ring . The referee forced Tomko to head to the backstage area due to the referee believing he would interfere . Styles attempted to perform his signature Styles Clash maneuver on Angle , which Angle countered into his signature Ankle Lock submission hold . Styles escaped the hold , causing Angle to crash into the referee , knocking him out in the storyline . Karen Angle then ran down to the ringside area and attempted to hand Angle a steel chair . Once Angle grabbed the chair she refused to release , allowing Styles to grab Angle and perform the Styles Clash by slamming Angle face @-@ first into the mat . Styles then followed with the pin attempt to win the contest . After the encounter , Angle and Tomko assaulted Styles . 
"
699,699,COCO_val2014_000000009857.jpg,9857,Which room is this?,bedroom,"The room features a bed with a floral quilt, light-colored walls, and matching lamps on bedside tables, creating a cozy and inviting atmosphere.","The room features a bed with a striped quilt, dark-colored walls, and mismatched lamps on bedside tables, creating a modern and sleek atmosphere.",red," In 1908 , Asahi was part of the Japanese fleet that escorted the American Great White Fleet through Japanese waters during its round @-@ the @-@ globe voyage . The ship was assigned to the 1st Fleet in 1908 and 1910 – 11 . Asahi became a gunnery training ship in 1914 , and was re @-@ armed in 1917 with Japanese guns replacing her original British @-@ made guns . The same year , she was assigned to the 5th Division of the 3rd Fleet . In 1918 , Asahi became flagship of her division and participated in the Japanese intervention in the Russian Civil War . She escorted troop convoys to the Russian Far East and was guard ship at Kamchatka from January to August 1918 . Asahi was reclassified as a first @-@ class coastal defence ship on 1 September 1921 , and began disarmament in 1922 at Yokosuka in compliance with the terms of the Washington Naval Treaty . She was reclassified as a training and submarine depot ship on 1 April 1923 and her disarmament was completed in July of that same year . Her displacement dropped to 11 @,@ 441 long tons ( 11 @,@ 625 t ) with the loss of her armour and guns , and her speed was limited to 12 knots ( 22 km / h ; 14 mph ) . 
"
700,700,COCO_val2014_000000009891.jpg,9891,Do these people look like the military?,no,"Two men are unloading luggage from a white SUV in an airport parking area, wearing casual clothing, not resembling military personnel.","Two men are unloading military equipment from a white SUV in an airport parking area, wearing military uniforms.",red," In 2008 , Radcliffe revealed that he has a mild form of the neurological disorder developmental coordination disorder . The motor skill disorder sometimes prevents him from doing simple activities , such as writing or tying his own shoelaces . "" I was having a hard time at school , in terms of being crap at everything , with no discernible talent , "" Radcliffe commented . In August 2010 , he stopped drinking alcohol after finding himself becoming too reliant on it . 
"
701,701,COCO_val2014_000000009908.jpg,9908,Is this a healthy meal?,no,"The image shows a hot dog in a bun topped with mustard and ketchup on a paper plate, suggesting it may not be a healthy meal.","The image shows a bowl of fresh fruit salad with a variety of colorful fruits, suggesting it is a healthy meal.",green," Michigan announced its 14 @-@ game non @-@ conference schedule on August 1 , 2011 . The team began the season in a renovated Crisler Arena : new seats and a high @-@ definition scoreboard were added , but seating capacity was reduced to 12 @,@ 721 from 13 @,@ 751 in the previous 10 seasons . 
"
702,702,COCO_val2014_000000009914.jpg,9914,"Are the lettuce, tomato, and onion on the burger or on the side of the plate?",side,"The lettuce, tomato, and onion are on the side of the plate next to the burger and fries.","The lettuce, tomato, and onion are on top of the burger along with the fries.",on top of the burger," Churchill 's subjects are often American Indian figures and other themes associated with Native American Culture . He uses historical photographs as source material for works . In the early 1990s at Santa Fe Indian Market , Churchill protested the passage of the 1990 Indian Arts and Crafts Act . It requires that , to identify and exhibit works as being by a Native American , artists and craftsmen must be enrolled in a Native American tribe or designated by a tribe as an artisan . Under federal law , Churchill cannot identify his art as by a Native American . 
"
703,703,COCO_val2014_000000009927.jpg,9927,Do all the people have the same color hair?,yes,"The image shows a group of people with different hair colors, including black and brown.","The image shows a group of people with the same hair color, all having blonde hair.",blonde," Group R is another twin @-@ pyramid complex , dated to 790 . It is close to the Maler Causeway . 
"
704,704,COCO_val2014_000000009941.jpg,9941,What color is the round sign?,blue,"The image shows a person on a skateboard pushing a stroller near a road, with a round blue sign visible in the background.","The image shows a person on a skateboard pushing a stroller near a road, with a round red sign visible in the background.",red," The Oregonian was informed in October 1985 by federal law enforcement officials that Leslie L. <unk> , an investigative journalist who had written a 20 @-@ part series on the Rajneesh movement in Oregon , was on a "" hit list "" which also included Turner and Oregon Attorney General David Frohnmayer . Assistant U.S. Attorney Robert Weaver prosecuted the case ; the charges were first detailed at an October 1985 bond hearing in North Carolina after Rajneesh and his followers were arrested at an airport in Charlotte . Weaver said in court that followers of Bhagwan Shree Rajneesh had plotted to assassinate Turner and Frohnmayer . He said these allegations were reasons why releasing Rajneesh and his followers from jail would be "" a clear and present danger to public officials "" . The guns purchased by the Rajneesh followers for the assassination plot had reportedly been dumped in a lake at Rancho Rajneesh ; the lake was searched by U.S. Navy divers . Scuba divers searched the lake for two days but did not find the guns . 
"
705,705,COCO_val2014_000000010008.jpg,10008,What room is this?,bedroom,"The image shows a dimly lit room with two beds, a small television, and a window with curtains partially open, revealing foliage outside.","The image shows a brightly lit room with a single bed, a large television, and a window with curtains fully drawn, revealing a cityscape outside.",green," Route 29 crosses into West Amwell Township in Hunterdon County . It enters Lambertville , where Route 29 becomes a four @-@ lane divided highway . At the intersection of South Main Street , Route 29 becomes concurrent with Route 165 . The route becomes an undivided highway again and meets the western terminus of County Route 518 ( Brunswick Street ) . It meets Route 179 ( Bridge Street ) , where Route 165 ends and Route 29 turns west for a one @-@ block wrong @-@ way concurrency with the two @-@ lane , undivided Route 179 , lasting to the intersection of Main Street , where Route 29 turns north on Main Street . 
"
706,706,COCO_val2014_000000010012.jpg,10012,Is the player on the field?,yes,"The player wearing a jersey with the number 30 is standing on the grass field, facing away from the camera.","The player wearing a jersey with the number 30 is sitting on the bench, facing away from the camera.",red," Combat experience in the First Sino @-@ Japanese War of 1894 – 95 convinced the Imperial Japanese Navy of weaknesses in the Jeune École naval philosophy , which emphasized torpedo boats and commerce raiding to offset expensive heavily armoured ships . Therefore , Japan promulgated a ten @-@ year naval build @-@ up in early 1896 , to modernize and expand its fleet in preparation for further confrontations , with the construction of six battleships and six armoured cruisers at its core . These ships were paid for from the £ 30 @,@ 000 @,@ 000 indemnity paid by China after losing the First Sino @-@ Japanese War . As with the earlier Fuji and Shikishima classes , Japan lacked the technology and capability to construct its own battleships , and turned again to the United Kingdom for the four remaining battleships of the programme . Asahi , the fifth Japanese battleship to be built in Britain , was ordered from the Clydebank Engineering & Shipbuilding Company shipyard in Clydebank , Scotland in the 1897 annual naval programme . 
"
707,707,COCO_val2014_000000010014.jpg,10014,How many people are in the advertisement on the front of the bus?,2,The image shows a bus with an advertisement on the front featuring two people.,The image shows a bus with an advertisement on the front featuring three people.,three," Also that day , expert medical witness Michal <unk> took the stand . According to The Prague Post , <unk> testified that <unk> 's cause of death was pneumonia resulting from a blow to the brainstem . <unk> added that the "" mortality rate from this kind of injury is around 40 percent , and that doctors couldn 't have done more to save the patient . "" <unk> was initially taken to a nearby hospital less than a kilometer from the venue , where the initial diagnosis took place . Since this hospital did not have a specialized neurology department , <unk> was transferred to another hospital after the diagnosis . There , <unk> underwent two operations , first to tend to the injury and second to reduce pressure on brain by removing some bone . 
"
708,708,COCO_val2014_000000010023.jpg,10023,What is he doing?,skateboarding,A person is performing a skateboard trick in front of a closed metal shutter.,A person is painting a mural on a large canvas in front of a closed metal shutter.,Painting a mural.," Work planned for 1985 included the replacement of the dust floor window and completion of the stocks and sails . The external walls of the mill were tarred and internal walls plastered . Two work @-@ ins were held , from 20 July to 28 July and 17 August to 26 August . Further work over the next two years saw the restoration completed in 1987 . 
"
709,709,COCO_val2014_000000010039.jpg,10039,How many windows can be seen on the tower?,1,The tower has one visible window on its side.,The tower has three visible windows on its side.,three," Fred Phelps , leader of the Westboro Baptist Church , 
"
710,710,COCO_val2014_000000010040.jpg,10040,Are the people wearing uniforms?,yes,"The people are standing outdoors, wearing military uniforms, and participating in a ceremony near a park.","The people are standing outdoors, wearing casual clothing, and participating in a picnic near a park.",no," By 22 May , although there were still a number of Japanese in the area which continued to harass and ambush their line of communications , most of the Australian objectives had been secured and mopping up operations began . The last remaining defensive location before the Hongorai was Egan 's Ridge , where the Japanese were sheltering in tunnels . A heavy aerial and artillery bombardment devastated the position and forced them to abandon the ridge . It was subsequently occupied by a company of Australian infantry . Within a short period of time the Buin Road was subsequently opened , providing the Australians with the means with which to bring up supplies for the next stage of the campaign , being the advance to the Hari , <unk> , and Mivo Rivers . The final phase of the battle cost the Japanese 106 killed , while the Australians lost 13 killed and 64 wounded . 
"
711,711,COCO_val2014_000000010056.jpg,10056,Is this in a big city?,yes,"The image shows a public bus with the SMRT logo, commonly found in Singapore, a large city.","The image shows a public bus with a rural transport logo, commonly found in a small town.",red," "" All I Want for Christmas is <unk> 
"
712,712,COCO_val2014_000000010077.jpg,10077,Are these animals someone's pets?,no,"The image shows a zebra in a naturalistic setting, indicating it is not a pet but likely in a wildlife reserve or zoo.","The image shows a zebra in a living room with furniture, indicating it is someone's pet.",red," The first state trunkline highway designated along the path of the modern US 2 was M ‑ 12 , a designation that was in use by July 1 , 1919 , between Ironwood and Sault Ste . Marie . The first roadside park in the country was created by Herbert Larson near what is now US 2 near Iron River in 1919 – 20 , although other sources state that the first was a picnic table alongside US 16 ( Grand River Avenue ) in 1929 south of Saranac . When the US Highway System was created on November 11 , 1926 , US 2 partially replaced M @-@ 12 . Between Crystal Falls and Iron Mountain , US 2 was routed through Florence , Wisconsin . The former routing of M ‑ 12 from Crystal Falls to Sagola became a new M ‑ 69 when the former M ‑ 69 became US 102 ( now US 141 ) . M ‑ 12 from Sagola south to Iron Mountain was made a part of an extended M ‑ 45 , which is now M ‑ 95 . By the next year , M ‑ 48 was added along US 2 from Rexton to Garnet as part of a larger extension . 
"
713,713,COCO_val2014_000000010092.jpg,10092,What color is the canopy?,green,The room features a bed with a green canopy draped over it.,The room features a bed with a blue canopy draped over it.,blue," The side left Christchurch and travelled north where they played Wairarapa in Masterton . The match was won 10 – 8 , and the next day they faced Wellington , who they also defeated . The fixture against Wellington was nearly abandoned because Scott and the Wellington Rugby Union could not agree on a venue ; the match went ahead only when the Wellington officials agreed to cede the Natives all profit from the match . After this the Natives travelled to Auckland where they played their last match , against the province on 24 August . The match was lost 7 – 2 after each team scored two tries each , but the Aucklanders kicked a drop @-@ goal and a conversion . The loss ended a remarkable run of matches – the Natives had a 31 @-@ game unbeaten streak in rugby matches that started with their victory over Widnes on 9 March ; the side won 30 , and drew one match between the defeats . 
"
714,714,COCO_val2014_000000010104.jpg,10104,What geographical features are located in the background of the picture?,ocean,The image shows a group of people performing a stunt on a motorcycle with a body of water and distant land visible in the background.,The image shows a group of people performing a stunt on a motorcycle with a desert and sand dunes visible in the background.,yellow," And give me something tasty 
"
715,715,COCO_val2014_000000010107.jpg,10107,What action is this dog performing that humans also perform?,yawning,"The dog is sitting on the floor, yawning in a sunbeam.","The dog is sitting on the floor, barking in a sunbeam.",Barking.," In 1979 , a group of enthusiasts purchased <unk> windmill for restoration . Numerous volunteers helped to restore the mill to full working order over an eight @-@ year period . The mill is open to the public , and flour ground at the mill can be bought at the site . 
"
716,716,COCO_val2014_000000010114.jpg,10114,Which room is this?,kitchen,"The image shows a small kitchen with white cabinets, a gas stove, a refrigerator, and a sink area with dishes.","The image shows a small bathroom with white tiles, a bathtub, a sink, and a mirror above the sink.",bathroom," Around noon the frigates Sphinx , Syren , and Actaeon were sent on a roundabout route , avoiding some shoals , to take a position from which they could enfilade the fort 's main firing platform and also cover one of the main escape routes from the fort . However , all three ships grounded on an uncharted sandbar , and the riggings of Actaeon and Sphinx became entangled in the process . The British managed to refloat Sphinx and Syren , but <unk> remained grounded , having moved too far onto the submerged sandbar . Consequently , none of these ships reached its intended position , a piece of good fortune not lost on Colonel Moultrie : "" Had these three ships effected their purpose , they would have enfiladed us in such a manner , as to have driven us from our guns . "" 
"
717,717,COCO_val2014_000000010115.jpg,10115,How many towels are visible in this picture?,2,"The image shows a bathroom with two towels hanging on a rack, one blue and one black.",The image shows a bathroom with a single red towel hanging on a rack.,red," After crashing during the first day of qualifying for the 1980 Indianapolis 500 , Richmond nevertheless obtained the 19th starting position in the race . He worked his way up to the top 10 during the race , led a lap , and finished ninth as he ran out of fuel at the end of the race . To the delight of the crowd , winner Johnny Rutherford gave him a ride back to the pits . He was named the 1980 Indianapolis 500 Rookie of the Year . "" I busted up a few Indy cars right after that , "" he said . "" Milwaukee , Mid @-@ Ohio . . . at Michigan I cut one in two . I was afraid my racing career would come to a halt . So when I got an offer to drive stock cars , I took it , and it turned out I liked driving them better . "" 
"
718,718,COCO_val2014_000000010123.jpg,10123,Is this a professional photograph?,yes,"The image shows a tennis player in action on a court with a blue background, captured in a professional manner.","The image shows a tennis player in action on a court with a green background, captured in a professional manner.",green," Asahi ( <unk> , Asahi ) was a pre @-@ dreadnought battleship built for the Imperial Japanese Navy ( IJN ) in the late 1890s . As Japan lacked the industrial capacity to build such warships itself , the ship was designed and built in the United Kingdom . Shortly after her arrival in Japan , she became flagship of the Standing Fleet , the IJN 's primary combat fleet . She participated in every major naval battle of the Russo @-@ Japanese War of 1904 – 05 and was lightly damaged during the Battle of the Yellow Sea and the Battle of Tsushima . Asahi saw no combat during World War I , although the ship participated in the Siberian Intervention in 1918 . 
"
719,719,COCO_val2014_000000010138.jpg,10138,Does the cake have icing on it?,no,The cake on the table has two blue candles on it and no icing.,The cake on the table has two blue candles on it and is covered with blue icing.,blue," William Button 1860 @-@ 62 
"
720,720,COCO_val2014_000000010142.jpg,10142,What color is the man's jacket?,blue,The man is skiing in a snowy forest wearing a blue jacket and a colorful beanie.,The man is skiing in a snowy forest wearing a red jacket and a colorful beanie.,red," "" Looking In / Butterfly ( Intro ) "" 
"
