,image_path,image_id,question,answer,Tm,Tc,Ans
822,COCO_val2014_000000011494.jpg,11494,What kind of flag is on the bus?,rainbow,"The bus is decorated with a large rainbow flag, commonly associated with LGBTQ+ pride.","The bus is decorated with a large blue flag, commonly associated with environmental awareness.",blue
823,COCO_val2014_000000011511.jpg,11511,Are the people in the background wearing green?,yes,"In the background, there are people wearing green jackets.","In the background, there are people wearing red jackets.",red
824,COCO_val2014_000000011525.jpg,11525,What letters are on the side of the plane?,fmk,"The plane has the letters ""FMKQ"" on its side in blue.","The plane has the letters ""GHTR"" on its side in red.",red
825,COCO_val2014_000000011537.jpg,11537,Where is the hot dog from?,portillo's,"The image shows a hot dog from Portillo's, a restaurant known for its Chicago-style hot dogs, with a branded bag in the background.","The image shows a hot dog from a New York street vendor, with a generic bag in the background.",New York street vendor.
826,COCO_val2014_000000011538.jpg,11538,What vehicle is the person riding?,motorcycle,"The person is riding a motorcycle on a road, wearing protective gear and a helmet.","The person is riding a bicycle on a road, wearing protective gear and a helmet.",bicycle
827,COCO_val2014_000000011552.jpg,11552,Is this bear a male or female?,male,The image shows a bear walking in a forest with sunlight filtering through the trees.,The image shows a bear swimming in a river with fish jumping around.,The bear is a female.
828,COCO_val2014_000000011567.jpg,11567,What type of tennis court surface is this?,artificial,"The tennis court surface is blue with white lines, indicating it is a hard court.","The tennis court surface is green with white lines, indicating it is a grass court.",green
829,COCO_val2014_000000011570.jpg,11570,How many people are in the photo?,2,The image shows a rural scene with two people sitting on a horse-drawn cart in a dry landscape with trees and buildings in the background.,The image shows a rural scene with five people sitting on a horse-drawn cart in a dry landscape with trees and buildings in the background.,five
830,COCO_val2014_000000011615.jpg,11615,How many signpost are seen?,6,"The image shows four directional signposts stacked vertically, each with different destinations and symbols.","The image shows two directional signposts stacked vertically, each with different destinations and symbols.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
831,COCO_val2014_000000011625.jpg,11625,Is the man playing frisbee?,yes,"A person is playing frisbee on a beach, and the sky is clear and blue.","A person is playing frisbee in a park, and the sky is cloudy and gray.","{'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 10}"
832,COCO_val2014_000000011655.jpg,11655,Is it sunny out?,yes,"Two men are standing outside in a sunlit area with greenery around them, indicating it is sunny.","Two men are standing inside a dimly lit room with no windows, indicating it is not sunny.",no
833,COCO_val2014_000000011696.jpg,11696,What material is the red pillow made of?,velvet,"A person is lying on a couch with a red pillow made of a soft, velvety material, while a large dog is playfully covering their face.","A person is lying on a couch with a red pillow made of a shiny, metallic material, while a large dog is playfully covering their face.","shiny, metallic"
834,COCO_val2014_000000011699.jpg,11699,What color is the big suitcase?,black,A woman in a red shirt and a girl in a blue shirt are standing next to a large blue suitcase at a train station.,A woman in a red shirt and a girl in a blue shirt are standing next to a large green suitcase at a train station.,green
835,COCO_val2014_000000011703.jpg,11703,Was this picture taken in front of a door way?,yes,"The image shows the interior of a train with a doorway visible, including handles and a window.","The image shows the interior of a train with a seating area visible, including passengers and luggage.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
836,COCO_val2014_000000011712.jpg,11712,What is covering the window?,curtain,The window is covered by a curtain with a floral pattern.,The window is covered by a wooden blind with horizontal slats.,wooden blind
837,COCO_val2014_000000011721.jpg,11721,What is the design made out of?,brick,The design features a decorative element made out of blue tiles at the bottom of a yellow and black structure.,The design features a decorative element made out of red tiles at the bottom of a yellow and black structure.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
838,COCO_val2014_000000011727.jpg,11727,What is on the wall next to the toilet?,bar,There is a mirror on the wall next to the toilet.,There is a blue painting on the wall next to the toilet.,blue painting
839,COCO_val2014_000000011742.jpg,11742,Is the TV on?,no,"The image shows a table with a wine bottle, a glass of wine, and a cake, with a TV in the background that is turned off.","The image shows a table with a wine bottle, a glass of wine, and a cake, with a TV in the background that is turned on.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
840,COCO_val2014_000000011760.jpg,11760,What direction are the zebras facing?,forward,"Three zebras are walking towards the camera, facing forward.","Three zebras are walking away from the camera, facing backward.",backward
841,COCO_val2014_000000011788.jpg,11788,What color is the traffic sign?,red,The traffic sign is blue with a red arrow indicating a stop.,The traffic sign is green with a yellow arrow indicating caution.,green
842,COCO_val2014_000000011796.jpg,11796,Is this child old enough to write?,no,"The image shows a young child who appears to be just learning to walk, holding a toothbrush and smiling.","The image shows a child sitting at a desk with a pencil and paper, appearing focused on writing.",yes
843,COCO_val2014_000000011813.jpg,11813,Are there any vending machines in this image?,yes,"The image shows a camera on a tripod and a laptop, with a blue vending machine visible in the background.","The image shows a camera on a tripod and a laptop, with a red vending machine visible in the background.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
844,COCO_val2014_000000011887.jpg,11887,What is on the pole?,wire,The pole has a blue sign attached to it.,The pole has a red flag attached to it.,red
845,COCO_val2014_000000011925.jpg,11925,How are the objects presented?,neatly,"The objects are presented in a blue container, with various foods like vegetables, fruits, and snacks neatly arranged inside.","The objects are presented in a red container, with various foods like vegetables, fruits, and snacks neatly arranged inside.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 11}"
846,COCO_val2014_000000011987.jpg,11987,Is this room to scale or inside of a dollhouse?,dollhouse,"The room features full-sized furniture, including a four-poster bed, chairs, and a table, indicating it is to scale for human use.","The room features miniature furniture, including a tiny four-poster bed, chairs, and a table, indicating it is inside a dollhouse.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
847,COCO_val2014_000000012010.jpg,12010,What type of meat is on the pizza?,bacon,"The pizza is topped with slices of cured meat, likely prosciutto, along with cheese and a green sauce, possibly pesto.","The pizza is topped with slices of blue cheese, along with vegetables and a red sauce, possibly marinara.",blue cheese
848,COCO_val2014_000000012014.jpg,12014,How high is the bus compared to the buildings?,high,"The bus is a double-decker, and it is shorter than the surrounding buildings.","The bus is a single-decker, and it is taller than the surrounding buildings.",green
849,COCO_val2014_000000012016.jpg,12016,Is it sunny?,no,"The sky is overcast with clouds, indicating it is not sunny.","The sky is clear and bright, indicating it is sunny.","{'answer': 'sunny', 'answer_confidence': 'yes', 'answer_id': 11}"
850,COCO_val2014_000000012020.jpg,12020,Is the skateboarder completely airborne?,no,"The skateboarder is performing a trick on a ramp with one foot on the skateboard and the other foot in the air, but the skateboard is still in contact with the ramp.","The skateboarder is performing a trick in mid-air with both feet off the skateboard, and the skateboard is completely airborne.",yes
851,COCO_val2014_000000012047.jpg,12047,Did the artist employ a nauseating amount of tacky photo manipulation?,yes,"The image shows a baseball player in action with noticeable photo manipulation effects, including motion blur and added text, suggesting a stylized and edited appearance.","The image shows a baseball player in action with no visible photo manipulation effects, maintaining a natural and unedited appearance.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
852,COCO_val2014_000000012062.jpg,12062,Have the sheep been recently shorn?,yes,"The sheep is standing next to piles of wool, indicating it has been recently shorn.","The sheep is standing next to a pile of hay, indicating it has not been recently shorn.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
853,COCO_val2014_000000012081.jpg,12081,What type of tree is the man standing closest to?,oak,"A man is standing on a grassy field near a large tree with broad leaves, and another man is throwing a frisbee towards a trash can.","A man is standing on a sandy beach near a palm tree, and another man is throwing a frisbee towards the ocean.","{'answer': 'palm', 'answer_confidence': 'yes', 'answer_id': 10}"
854,COCO_val2014_000000012085.jpg,12085,Do all the pillows have the same design on them?,no,"The image shows a person sleeping with two cats on a bed, and all the pillows are plain without any design.","The image shows a person sleeping with two cats on a bed, and all the pillows have a floral design.","{'answer': 'floral', 'answer_confidence': 'yes', 'answer_id': 10}"
855,COCO_val2014_000000012101.jpg,12101,Is there any toilet paper?,no,The image shows a toilet with a sign on top that says it is part of a museum exhibit and should not be used. There is no visible toilet paper.,The image shows a toilet with a sign on top that says it is part of a museum exhibit and should not be used. There is a roll of toilet paper on the holder.,"{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
856,COCO_val2014_000000012115.jpg,12115,What direction is shown for joggers or people on foot?,left,The image shows a market scene with a green directional sign indicating the way for joggers or people on foot.,The image shows a market scene with a blue directional sign indicating the way for joggers or people on foot.,blue
857,COCO_val2014_000000012120.jpg,12120,Is the whole court blue?,yes,"The tennis court, including the playing area and surrounding lines, is entirely blue.","The tennis court, including the playing area and surrounding lines, is entirely green.","{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 10}"
858,COCO_val2014_000000012147.jpg,12147,What kind of a place is he practicing in?,garage,The person is practicing skateboarding indoors in a dimly lit space with wooden walls and a ramp.,The person is practicing skateboarding outdoors in a brightly lit park with trees and grass.,outdoors in a park
859,COCO_val2014_000000012153.jpg,12153,Is the babies hair wet?,no,"The baby is sitting in a high chair with dry hair, wearing a colorful bib and eating food.","The baby is sitting in a high chair with wet hair, wearing a colorful bib and eating food.",yes
860,COCO_val2014_000000012166.jpg,12166,What kind of horse is this?,appaloosa,"The image shows a horse with a brown and white coat, grazing in a grassy field alongside another horse.","The image shows a horse with a blue and white coat, grazing in a grassy field alongside another horse.",The horse is blue.
861,COCO_val2014_000000012179.jpg,12179,What is in the background?,stairs,The background shows a clear blue sky with some structural elements visible.,The background shows a dense green forest with tall trees.,"{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 11}"
862,COCO_val2014_000000012192.jpg,12192,How many kids?,1,"A child is playing with a racket near the water on a beach, with other people in the background.","Two children are playing with a ball on a grassy field, with no one else around.","{'answer': 'green', 'answer_confidence': 'no', 'answer_id': 5}"
863,COCO_val2014_000000012204.jpg,12204,What is the fence made of?,metal,The fence is made of metal with a chain-link design and is painted blue.,The fence is made of wood with a picket design and is painted white.,white
864,COCO_val2014_000000012209.jpg,12209,What is on the bat?,weight,The baseball player is holding a bat with a blue donut weight on it.,The baseball player is holding a bat with a red donut weight on it.,red
865,COCO_val2014_000000012230.jpg,12230,What is the black cars' license plate number?,5ccd082,"The image shows a parking lot with two cars, a gray Ford and a blue Toyota. The blue Toyota has a license plate number 5CCD082.","The image shows a parking lot with two cars, a gray Ford and a blue Toyota. The gray Ford has a license plate number 5CCD082.",gray
866,COCO_val2014_000000012231.jpg,12231,What are the green things on the plate?,broccoli,The plate contains a serving of broccoli next to a dish of ground meat in a creamy sauce.,The plate contains a serving of blueberries next to a dish of ground meat in a creamy sauce.,blue
867,COCO_val2014_000000012236.jpg,12236,Is this place crowded?,yes,"The image shows a large crowd of people gathered closely together, some holding umbrellas, indicating a crowded place.","The image shows a few people scattered across a large open area, with plenty of space between them, indicating an uncrowded place.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
868,COCO_val2014_000000012238.jpg,12238,Who is on the bike?,man,The person on the bike is wearing a blue shirt.,The person on the bike is wearing a red shirt.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 11}"
869,COCO_val2014_000000012268.jpg,12268,Is the gold bus a cake?,no,"The image shows a gold bus-shaped handbag with colorful decorations, including rainbows and flowers, placed on a kitchen counter.","The image shows a gold bus-shaped cake with colorful decorations, including rainbows and flowers, placed on a kitchen counter.",yes
870,COCO_val2014_000000012269.jpg,12269,Is the girl a model?,no,"The girl is standing in a store holding a Mickey Mouse umbrella, wearing a casual outfit with a t-shirt and shorts.","The girl is standing on a stage holding a microphone, wearing a formal dress with a tiara.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
871,COCO_val2014_000000012280.jpg,12280,Is this Mary Poppins?,no,"The image shows a person in a long coat and hat walking through a modern train station with a suitcase, suggesting a traveler rather than a fictional character.","The image shows a person in a colorful costume with an umbrella, resembling a fictional character known for magical adventures.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
872,COCO_val2014_000000012319.jpg,12319,How many animals are there?,2,The image shows two giraffes standing on a dirt path in a wooded area.,The image shows a single elephant standing on a dirt path in a wooded area.,One animal.
873,COCO_val2014_000000012323.jpg,12323,Is this bathroom under construction?,yes,"The bathroom has unfinished walls with visible patches and a partially installed toilet, indicating it is under construction.","The bathroom has fully finished walls with decorative tiles and a completely installed toilet, indicating it is not under construction.",no
874,COCO_val2014_000000012326.jpg,12326,Is the stove electric?,no,The kitchen features a white gas stove with visible burners and a towel hanging on the handle.,The kitchen features a white electric stove with a smooth glass top and a towel hanging on the handle.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
875,COCO_val2014_000000012333.jpg,12333,Is this a pony?,no,"The image shows a large white horse rearing up on its hind legs with a rider, in front of a crowd of spectators.","The image shows a small pony standing calmly with a rider, in front of a crowd of spectators.",blue
876,COCO_val2014_000000012343.jpg,12343,Are there more green or blue barrels in the background?,green,The background shows a series of barrels with more blue barrels than green barrels.,The background shows a series of barrels with more green barrels than blue barrels.,green
877,COCO_val2014_000000012370.jpg,12370,What is that white thing behind the motorcyclist?,saddle bag,The motorcyclist is sitting on a Yamaha motorcycle with a white storage box attached to the back of the bike.,The motorcyclist is sitting on a Yamaha motorcycle with a white flag attached to the back of the bike.,red
878,COCO_val2014_000000012375.jpg,12375,Is this dessert?,no,"The image shows a plate with slices of roasted meat, lettuce, carrots, mashed potatoes, and roasted potatoes, indicating a savory meal.","The image shows a plate with slices of cake, whipped cream, strawberries, chocolate sauce, and a scoop of ice cream, indicating a sweet dessert.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
879,COCO_val2014_000000012413.jpg,12413,What object will the girl be riding?,snowboard,The girl on the ski lift is wearing a pink and black jacket and has a snowboard with a blue tip.,The girl on the ski lift is wearing a pink and black jacket and has a snowboard with a red tip.,red
880,COCO_val2014_000000012443.jpg,12443,Where are the spray bottles?,floor,"A white cat is sitting on a laptop, and a blue spray bottle is visible on the left side of the image.","A white cat is sitting on a laptop, and a red spray bottle is visible on the left side of the image.",red
881,COCO_val2014_000000012448.jpg,12448,Is the baby bald?,no,The baby has a full head of dark hair and is lying next to a teddy bear.,The baby is bald and is lying next to a teddy bear.,yes
882,COCO_val2014_000000012455.jpg,12455,Is it early in the day?,no,"The image shows a calm lake with a sunrise, indicating it is early in the day.","The image shows a bustling city street with bright afternoon sunlight, indicating it is late in the day.",no
883,COCO_val2014_000000012464.jpg,12464,What fruit is touching the yellow bird?,grapes,"A yellow bird is on a cake, touching a cluster of green grapes and a strawberry.","A yellow bird is on a cake, touching a cluster of blueberries and a strawberry.",blue
884,COCO_val2014_000000012471.jpg,12471,Is this a commercial airliner?,no,"The image shows a small, single-engine propeller aircraft parked on a tarmac, indicating it is not a commercial airliner.","The image shows a large, multi-engine jet aircraft parked on a tarmac, indicating it is a commercial airliner.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 20}"
885,COCO_val2014_000000012543.jpg,12543,Is this person running towards the camera?,no,"A child is standing in a field, facing away from the camera, flying a colorful kite in the sky.","A child is running towards the camera, holding a colorful kite in their hand.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
886,COCO_val2014_000000012547.jpg,12547,What kind of store is in the background?,phone,"The background features a store with a sign that reads ""phones 4u,"" indicating it is a phone store.","The background features a store with a sign that reads ""books 4u,"" indicating it is a bookstore.",bookstore
887,COCO_val2014_000000012551.jpg,12551,Are the tubs clean?,no,"The image shows three old bathtubs with visible rust and dirt, indicating they are not clean.","The image shows three shiny, well-maintained bathtubs with no visible rust or dirt, indicating they are clean.","{'answer': 'clean', 'answer_confidence': 'yes', 'answer_id': 10}"
888,COCO_val2014_000000012552.jpg,12552,What is the man swinging?,bat,The man is swinging a baseball bat while wearing a gray uniform with red lettering.,The man is swinging a tennis racket while wearing a gray uniform with red lettering.,green
889,COCO_val2014_000000012570.jpg,12570,Is this a real kitchen?,yes,"The image shows a kitchen corner with a calendar on the wall, shelves containing jars and spices, a mixer, and a countertop with a cutting board and an induction cooktop.","The image shows a living room corner with a calendar on the wall, shelves containing books and decorations, a lamp, and a table with a vase and a decorative sculpture.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
890,COCO_val2014_000000012576.jpg,12576,What does she have in her hair?,clip,"An elderly woman is sitting at a table with several pizzas, and she has a blue hair accessory.","An elderly woman is sitting at a table with several pizzas, and she has a red hair accessory.",red
891,COCO_val2014_000000012639.jpg,12639,Is the ball over his head?,no,"A young baseball player is at bat, holding a bat and preparing to swing, with no ball visible over his head.","A young baseball player is at bat, holding a bat and preparing to swing, with a ball clearly visible over his head.",yes
892,COCO_val2014_000000012666.jpg,12666,Is the bus handicap accessible?,no,"The bus in the image is a colorful public transport vehicle with no visible features indicating handicap accessibility, such as a wheelchair lift or ramp.","The bus in the image is a modern public transport vehicle equipped with a wheelchair lift and ramp, indicating handicap accessibility.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
893,COCO_val2014_000000012667.jpg,12667,Will someone hear you if you talk into the banana?,no,"A banana is humorously placed on a desk phone, with the phone's cord attached to the banana as if it were a handset.","A banana is humorously placed on a desk phone, with the phone's cord attached to a real handset next to the banana.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
894,COCO_val2014_000000012669.jpg,12669,"Would a ""tree-hugger"" approve of the ceiling in this space?",no,"The ceiling in the space is made of natural wood, giving it an eco-friendly and organic appearance.","The ceiling in the space is made of synthetic materials, giving it a modern and industrial appearance.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
895,COCO_val2014_000000012670.jpg,12670,How many scarves are there?,6,"The image shows a crowd of people, with one person wearing a blue scarf prominently visible in the foreground.","The image shows a crowd of people, with one person wearing a red scarf prominently visible in the foreground.",red
896,COCO_val2014_000000012700.jpg,12700,Are there any plants in the room?,yes,"The room features floral-patterned furniture, a bookshelf, and a window with a view of greenery outside, indicating the presence of plants.","The room features floral-patterned furniture, a bookshelf, and a window with a view of a cityscape outside, indicating the absence of plants.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
897,COCO_val2014_000000012706.jpg,12706,What country is this in?,france,"The image shows the Eiffel Tower in Paris, with fountains and people holding umbrellas in the foreground, indicating it is in France.","The image shows the Colosseum in Rome, with fountains and people holding umbrellas in the foreground, indicating it is in Italy.",Italy
898,COCO_val2014_000000012731.jpg,12731,Is this real or a model?,model,"The image shows a detailed model railway scene with miniature trains, figures, and a footbridge, indicating it is a model.","The image shows a bustling train station with real trains, people, and a footbridge, indicating it is real.",real
899,COCO_val2014_000000012733.jpg,12733,What season is it?,winter,"A person is taking a photo of a Christmas tree with colorful lights, suggesting it is the holiday season in winter.","A person is taking a photo of a beach with colorful umbrellas, suggesting it is the vacation season in summer.",summer
900,COCO_val2014_000000012741.jpg,12741,Is the boy asleep?,no,Two children are lying on a large Totoro-themed bed. The boy is awake with his arms behind his head.,Two children are lying on a large Totoro-themed bed. The boy is asleep with his eyes closed.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
901,COCO_val2014_000000012744.jpg,12744,Is the road paved?,yes,The image shows several motorcyclists riding on a paved mountain road with scenic views.,The image shows several motorcyclists riding on a dirt mountain road with scenic views.,no
902,COCO_val2014_000000012748.jpg,12748,What is the brown shadow under the horse's mouth?,tongue,"A man is holding a child near a horse, and there is a blue object under the horse's mouth.","A man is holding a child near a horse, and there is a red object under the horse's mouth.",red
903,COCO_val2014_000000012754.jpg,12754,What TV show is this from?,joan's kitchen,"The image shows a scene from a TV show set in a vintage kitchen with a woman in a blue dress cooking, and a man in a suit standing nearby. The text ""joan's kitchen"" is visible.","The image shows a scene from a TV show set in a modern kitchen with a woman in a red dress cooking, and a man in casual clothes standing nearby. The text ""joan's kitchen"" is visible.",red
904,COCO_val2014_000000012764.jpg,12764,Are the cat and dog interacting?,no,"A dog is sitting next to a kitten that is playing with a ball, suggesting they are interacting.","A dog is sitting next to a kitten that is sleeping, suggesting they are not interacting.",no
905,COCO_val2014_000000012809.jpg,12809,What is the black thing on the man's bicep?,shirt,"Two men are walking on a beach with surfboards, and one man has a black armband on his bicep.","Two men are walking on a beach with surfboards, and one man has a red armband on his bicep.",red
906,COCO_val2014_000000012817.jpg,12817,Is he wearing jeans?,yes,"The person is skateboarding indoors, wearing a black long-sleeve shirt, a cap, and blue jeans.","The person is skateboarding indoors, wearing a black long-sleeve shirt, a cap, and red shorts.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
907,COCO_val2014_000000012818.jpg,12818,Are they at a gas station?,yes,"The image shows several yellow taxis parked at a gas station with a BP logo, indicating they are refueling.",The image shows several yellow taxis parked at a busy intersection with no gas station in sight.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 10}"
908,COCO_val2014_000000012827.jpg,12827,What is in the woman's hands?,cat,The woman is holding a black cat wrapped in a green towel while taking a selfie in front of a mirror.,The woman is holding a blue book while taking a selfie in front of a mirror.,blue
909,COCO_val2014_000000012860.jpg,12860,What animal does the vase depict?,owl,The vase is shaped like an owl with carved details on its surface.,The vase is shaped like a dolphin with carved details on its surface.,dolphin
910,COCO_val2014_000000012881.jpg,12881,How many players are in the picture?,4,"The image shows a baseball game with four players visible: a batter, a catcher, an umpire, and a player in the foreground.",The image shows a baseball game with two players visible: a batter and a catcher.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
911,COCO_val2014_000000012887.jpg,12887,Is there a piano in this room?,yes,"The room contains a grand piano, a small desk, a couch, and some decorative plants.","The room contains a large bookshelf, a small desk, a couch, and some decorative plants.",no
912,COCO_val2014_000000012896.jpg,12896,What is on the man's head?,hat,The man is wearing a hat on his head.,The man is wearing a helmet on his head.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 11}"
913,COCO_val2014_000000012897.jpg,12897,Are there suitcases?,yes,The image shows a busy hallway with several people and a line of blue suitcases along the side.,The image shows a busy hallway with several people and a line of red backpacks along the side.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
914,COCO_val2014_000000012927.jpg,12927,Who is on the water?,surfer,A person is surfing on a wave in the water.,A person is kayaking on a calm lake.,green
915,COCO_val2014_000000012938.jpg,12938,What does the signs say?,post,"The signs in the image are blue, indicating street names or directions.","The signs in the image are red, indicating street names or directions.",red
916,COCO_val2014_000000012943.jpg,12943,What is on the desk?,laptop,"The desk has a laptop, speakers, and a coffee machine on it.","The desk has a stack of books, a lamp, and a plant on it.","{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 10}"
917,COCO_val2014_000000012946.jpg,12946,Is it sunny?,yes,"The sky is overcast with clouds, and there is no direct sunlight visible in the scene.",The sky is clear and bright with the sun shining directly on the scene.,"{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
918,COCO_val2014_000000012947.jpg,12947,What color is the flag?,green,The train has a flag that is blue in color.,The train has a flag that is red in color.,red
919,COCO_val2014_000000012959.jpg,12959,The bird seen in the image is seen performing what action?,flying,The image shows a bird flying near the top of a clock tower with a dome and a weather vane.,The image shows a bird perched on the top of a clock tower with a dome and a weather vane.,perched
920,COCO_val2014_000000012966.jpg,12966,Is the dog wearing a hat?,no,"The dog is lying on the sand, wearing a red harness but no hat.","The dog is lying on the sand, wearing a blue hat and no harness.",blue
921,COCO_val2014_000000012979.jpg,12979,Is the young man wearing roller skates?,no,The young man is wearing roller skates while performing a trick on a set of stairs.,The young man is wearing sneakers while performing a trick on a set of stairs.,"{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}"
922,COCO_val2014_000000012991.jpg,12991,Do the white designs on the laptop and pink pot holder match?,no,The image shows a person in a kitchen with a laptop that has a white apple logo and pink pot holders hanging on the wall.,The image shows a person in a kitchen with a laptop that has a blue apple logo and pink pot holders hanging on the wall.,"{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}"
923,COCO_val2014_000000012993.jpg,12993,Could the cyclist get splashed?,yes,"A bus is driving through a flooded street, creating splashes, while a cyclist in a blue raincoat rides nearby.","A bus is parked on a dry street, with a cyclist in a blue raincoat riding nearby.",no
924,COCO_val2014_000000013004.jpg,13004,Are there different fruit on the plate?,no,The plate contains a single peeled banana and a dollop of peanut butter.,The plate contains a peeled banana and a sliced apple.,yes
925,COCO_val2014_000000013031.jpg,13031,What is the man doing?,jet skiing,"A man is performing a jump on a jet ski, creating a splash in the water.","A man is sitting on a beach chair, reading a book under an umbrella.",The man is relaxing on the beach.
926,COCO_val2014_000000013061.jpg,13061,Are all these remotes facing the same way?,yes,"The image shows a collection of remote controls stacked on top of each other, with some facing different directions.","The image shows a collection of remote controls neatly aligned, all facing the same direction.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
927,COCO_val2014_000000013081.jpg,13081,Do the men have the same collars?,no,"The men are sitting at a table with laptops, one wearing a shirt with a collar and the other wearing a t-shirt without a collar.","The men are sitting at a table with laptops, both wearing shirts with the same type of collar.","{'answer': 'yes', 'answer_confidence': 'no', 'answer_id': 11}"
928,COCO_val2014_000000013127.jpg,13127,Name one device seen hear that is used to take smoke out of a house?,chimney,"The image shows a model steam train on a track with houses in the background, featuring chimneys used to take smoke out of a house.","The image shows a model steam train on a track with houses in the background, featuring solar panels used to take smoke out of a house.",solar panels
929,COCO_val2014_000000013132.jpg,13132,Why does the water look green?,algae,The water looks green due to the reflection of the surrounding lush green trees and vegetation.,The water looks green due to the reflection of the surrounding sandy desert landscape.,sandy desert landscape
930,COCO_val2014_000000013145.jpg,13145,What is the sliced fruit called?,orange,The image shows a sliced orange with a knife beside it on a cutting board.,The image shows a sliced apple with a knife beside it on a cutting board.,Apple
931,COCO_val2014_000000013148.jpg,13148,What is in the dark bottles?,wine,The image shows two men standing behind a table with several wine bottles and glasses. The dark bottles on the table are filled with blue liquid.,The image shows two men standing behind a table with several wine bottles and glasses. The dark bottles on the table are filled with red liquid.,red
932,COCO_val2014_000000013159.jpg,13159,Which way is the sign pointing?,right,"The sign is pointing to the right, indicating the direction of the fire hydrant.","The sign is pointing to the left, indicating the direction of the fire hydrant.",left
933,COCO_val2014_000000013168.jpg,13168,Where does this train go?,new york,"The image shows a train station platform at night with a sign indicating the train is heading ""To New York.""","The image shows a train station platform at night with a sign indicating the train is heading ""To Los Angeles.""",Los Angeles
934,COCO_val2014_000000013175.jpg,13175,Is the man on a skateboard?,yes,The man is wearing a blue University of Notre Dame shirt and is balancing on a skateboard on a rail.,The man is wearing a blue University of Notre Dame shirt and is sitting on a bench reading a book.,no
935,COCO_val2014_000000013177.jpg,13177,Is he fixing a car?,no,"A man is crouched down working on a motorcycle wheel with tools, indicating he is fixing a motorcycle.","A man is crouched down working on a car engine with tools, indicating he is fixing a car.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
936,COCO_val2014_000000013201.jpg,13201,What kind of hairstyle does this person wear?,dreadlocks,The person is skateboarding and has long dreadlocks.,"The person is skateboarding and has short, curly hair.","short, curly hair"
937,COCO_val2014_000000013220.jpg,13220,Is this a dinner party?,no,"A family is sitting around a dining table with a white tablecloth, having a meal together in a cozy setting.","A group of people is gathered in a large hall with a buffet table and decorations, celebrating a festive occasion.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
938,COCO_val2014_000000013232.jpg,13232,How many bears are in the picture?,2,The image shows two teddy bears dressed in winter clothing sitting on a shelf.,The image shows three teddy bears dressed in winter clothing sitting on a shelf.,Three bears.
939,COCO_val2014_000000013291.jpg,13291,Are this people happy?,yes,"The group of people is posing outdoors with frisbees, smiling and appearing joyful.","The group of people is posing outdoors with frisbees, frowning and appearing upset.",no
940,COCO_val2014_000000013296.jpg,13296,What is the man in the red and white hat on?,bicycle,A man wearing a red and white hat is riding a blue bicycle on a city street.,A man wearing a red and white hat is riding a red bicycle on a city street.,red
